,precision,recall,f1-score,support
87087020,1.0,0.065,0.12206572769953052,200.0
87088090,0.9193548387096774,0.285,0.4351145038167939,200.0
87089100,0.0,0.0,0.0,200.0
87089390,1.0,0.21,0.34710743801652894,200.0
87089400,0.0,0.0,0.0,200.0
87089990,0.0,0.0,0.0,200.0
87120030,0.9948979591836735,0.975,0.9848484848484849,200.0
87168090,0.9473684210526315,0.9,0.9230769230769231,200.0
90013010,1.0,0.995,0.9974937343358395,200.0
90021190,0.9849246231155779,0.98,0.9824561403508771,200.0
90031100,0.96,0.96,0.96,200.0
90041090,0.96875,0.93,0.9489795918367347,200.0
90049080,0.9301075268817204,0.865,0.8963730569948186,200.0
90138000,0.9578947368421052,0.91,0.9333333333333333,200.0
90158000,0.96,0.84,0.896,200.0
90159000,0.9572192513368984,0.895,0.9250645994832042,200.0
90183910,0.8907103825136612,0.815,0.8511749347258486,200.0
90183920,0.9852216748768473,1.0,0.9925558312655087,200.0
90183930,0.9732620320855615,0.91,0.9405684754521964,200.0
90183940,0.9852216748768473,1.0,0.9925558312655087,200.0
90183990,0.9,0.585,0.7090909090909091,200.0
90189089,0.8852459016393442,0.81,0.8459530026109661,200.0
90189090,0.8986486486486487,0.665,0.764367816091954,200.0
90192090,0.972972972972973,0.9,0.935064935064935,200.0
90211000,0.921875,0.885,0.9030612244897959,200.0
90212910,0.99,0.99,0.99,200.0
90213110,0.9171270718232044,0.83,0.8713910761154856,200.0
90213120,0.9402985074626866,0.945,0.942643391521197,200.0
90213190,0.8125,0.845,0.8284313725490197,200.0
90213920,1.0,0.995,0.9974937343358395,200.0
90213990,0.9205298013245033,0.695,0.792022792022792,200.0
90230000,0.989247311827957,0.92,0.9533678756476683,200.0
9023090,1.0,0.985,0.9924433249370277,200.0
90261090,0.9256198347107438,0.56,0.6978193146417445,200.0
90262090,0.875,0.63,0.7325581395348837,200.0
90269000,0.9240506329113924,0.73,0.8156424581005587,200.0
90278999,0.9574468085106383,0.9,0.9278350515463918,200.0
90279090,0.8717948717948718,0.85,0.8607594936708861,200.0
90318090,0.8875,0.355,0.5071428571428571,200.0
90328900,0.8442622950819673,0.515,0.639751552795031,200.0
90329000,0.937888198757764,0.755,0.8365650969529086,200.0
94029090,0.9795918367346939,0.96,0.9696969696969697,200.0
94032090,0.9314285714285714,0.815,0.8693333333333333,200.0
94036090,0.983957219251337,0.92,0.9509043927648578,200.0
95045000,0.9675675675675676,0.895,0.9298701298701298,200.0
95062900,0.9623655913978495,0.895,0.927461139896373,200.0
95066210,0.9898477157360406,0.975,0.982367758186398,200.0
95067000,0.9841269841269841,0.93,0.9562982005141388,200.0
95069100,0.9719101123595506,0.865,0.9153439153439153,200.0
95069910,0.9723756906077348,0.88,0.9238845144356955,200.0
95069990,0.9324324324324325,0.69,0.7931034482758621,200.0
96033000,0.9792746113989638,0.945,0.9618320610687023,200.0
96190090,0.9456521739130435,0.435,0.5958904109589042,200.0
UNSURE,0.0,0.0,0.0,0.0
accuracy,0.6615697674418605,0.6615697674418605,0.6615697674418605,0.6615697674418605
macro avg,0.8878061056706771,0.6600348027842228,0.7234834341377722,86000.0
weighted avg,0.8898707710327018,0.6615697674418605,0.725165953752046,86000.0
